,Time,Filled Orders,Discarded Orders,Revenue,Costs
0,0,1,0,60,118.67101909165213
1,1,2,0,120,126.01305727495637
2,2,3,0,180,122.02611454991275
3,3,4,0,240,106.71019091652124
4,4,0,3,0,124.71019091652124
5,5,0,2,0,118.71019091652124
6,6,0,1,0,112.71019091652124
7,7,2,0,120,114.0522290998255
8,8,3,0,180,110.06528637478186
9,9,0,2,0,122.06528637478186
10,10,0,2,0,122.06528637478186
11,11,0,1,0,116.06528637478186
12,12,0,1,0,116.06528637478186
13,13,0,1,0,116.06528637478186
14,14,0,1,0,116.06528637478186
15,15,0,1,0,116.06528637478186
16,16,0,1,0,116.06528637478186
17,17,0,1,0,116.06528637478186
18,18,0,1,0,116.06528637478186
19,19,0,1,0,116.06528637478186
20,20,0,1,0,116.06528637478186
21,21,0,1,0,116.06528637478186
22,22,0,1,0,116.06528637478186
23,23,0,1,0,116.06528637478186
24,24,0,1,0,116.06528637478186
25,25,0,1,0,116.06528637478186
26,26,0,1,0,116.06528637478186
27,27,0,1,0,116.06528637478186
28,28,0,1,0,116.06528637478186
29,29,0,1,0,116.06528637478186
30,30,0,1,0,116.06528637478186
31,31,0,1,0,116.06528637478186
32,32,0,1,0,116.06528637478186
33,33,0,1,0,116.06528637478186
34,34,0,1,0,116.06528637478186
35,35,0,1,0,116.06528637478186
36,36,0,1,0,116.06528637478186
37,37,0,1,0,116.06528637478186
38,38,0,1,0,116.06528637478186
39,39,0,1,0,116.06528637478186
40,40,0,1,0,116.06528637478186
41,41,0,1,0,116.06528637478186
42,42,0,1,0,116.06528637478186
43,43,0,1,0,116.06528637478186
44,44,0,1,0,116.06528637478186
45,45,0,1,0,116.06528637478186
46,46,0,1,0,116.06528637478186
47,47,0,1,0,116.06528637478186
48,48,0,1,0,116.06528637478186
49,49,0,1,0,116.06528637478186
50,50,0,1,0,116.06528637478186
51,51,0,1,0,116.06528637478186
52,52,0,1,0,116.06528637478186
53,53,0,1,0,116.06528637478186
54,54,0,1,0,116.06528637478186
55,55,0,1,0,116.06528637478186
56,56,0,1,0,116.06528637478186
57,57,0,1,0,116.06528637478186
58,58,0,1,0,116.06528637478186
59,59,0,1,0,116.06528637478186
60,60,0,1,0,116.06528637478186
61,61,0,1,0,116.06528637478186
62,62,0,1,0,116.06528637478186
63,63,0,1,0,116.06528637478186
64,64,0,1,0,116.06528637478186
65,65,0,1,0,116.06528637478186
66,66,0,1,0,116.06528637478186
67,67,0,1,0,116.06528637478186
68,68,0,1,0,116.06528637478186
69,69,0,1,0,116.06528637478186
70,70,0,1,0,116.06528637478186
71,71,0,1,0,116.06528637478186
72,72,0,1,0,116.06528637478186
73,73,0,1,0,116.06528637478186
74,74,0,1,0,116.06528637478186
75,75,0,1,0,116.06528637478186
76,76,0,1,0,116.06528637478186
77,77,0,1,0,116.06528637478186
78,78,0,1,0,116.06528637478186
79,79,0,1,0,116.06528637478186
80,80,0,1,0,116.06528637478186
81,81,0,1,0,116.06528637478186
82,82,0,1,0,116.06528637478186
83,83,0,1,0,116.06528637478186
84,84,0,1,0,116.06528637478186
85,85,0,1,0,116.06528637478186
86,86,0,1,0,116.06528637478186
87,87,0,1,0,116.06528637478186
88,88,0,1,0,116.06528637478186
89,89,0,1,0,116.06528637478186
90,90,0,1,0,116.06528637478186
91,91,0,1,0,116.06528637478186
92,92,0,1,0,116.06528637478186
93,93,0,1,0,116.06528637478186
94,94,0,1,0,116.06528637478186
95,95,0,1,0,116.06528637478186
96,96,0,1,0,116.06528637478186
97,97,0,1,0,116.06528637478186
98,98,0,1,0,116.06528637478186
99,99,0,1,0,116.06528637478186
